Callsign,Frequency,,,,,,,,,,
W2NAF,15 MHz,,,,,,,,,,
Hour (UTC),Date,Date,Date,Date,Date,Date,Date,,,,
Date,5/8/2024,5/9/2024,5/14/2024,5/20/2024,5/25/2024,5/28/2024,5/29/2024,,,,
Hour (UTC),Doppler (Hz),Doppler (Hz),Doppler (Hz),Doppler (Hz),Doppler (Hz),Doppler (Hz),Doppler (Hz),AVG Doppler (Hz),STDEV,AVG - STDEV,AVG + STDEV
5.83333,-0.24774,0.105640002,0.031259999,-0.214190006,0.267150015,-0.870350003,-0.166830003,-0.156437143,0.366240339,-0.522677482,0.209803196
5.85,-0.318619996,0.043960001,0.073069997,-0.312750012,-0.069689997,-0.978429973,-0.10447,-0.238132854,0.361189718,-0.599322572,0.123056864
5.86667,-0.331910014,0.00722,0.130620003,-0.391409993,0.059610002,-0.933759987,-0.09691,-0.222362856,0.369507711,-0.591870567,0.147144855
5.88333,-0.362190008,0.027170001,0.170369998,-0.449919999,-0.058010001,-0.881259978,-0.063699998,-0.231077141,0.359081986,-0.590159127,0.128004845
5.9,-0.358520001,0.01058,0.190740004,-0.465719998,-0.198540002,-1.038859963,-0.168329999,-0.289807137,0.396020054,-0.685827191,0.106212917
5.91667,-0.342519999,0.00978,0.164900005,-0.515030026,-0.324420005,-1.207980037,-0.200839996,-0.34515858,0.44360704,-0.78876562,0.09844846
5.93333,-0.424019992,0.05934,0.13301,-0.44325,-0.237509996,-1.291010022,-0.227019995,-0.347208572,0.470506078,-0.81771465,0.123297506
5.95,-0.516700029,0.02424,0.134639993,-0.431529999,-0.307209998,-1.371459961,-0.186079994,-0.379157141,0.495899481,-0.875056622,0.11674234
5.96667,-0.51323998,0.084119998,0.155499995,-0.505680025,-0.269789994,-1.255620003,-0.105439998,-0.344307144,0.479763474,-0.824070618,0.13545633
5.98333,-0.665180027,-0.10983,0.177259997,-0.430869997,-0.207790002,-1.288800001,-0.01444,-0.362807147,0.492372592,-0.855179739,0.129565445
6,-0.344880015,-0.01908,0.205829993,-0.369940013,-0.08743,-1.284860015,-0.034019999,-0.276340007,0.487108458,-0.763448465,0.210768451
6.01667,-0.397810012,-0.108750001,0.196769997,-0.355749995,-0.199980006,-1.341150045,0.00583,-0.314405723,0.497009152,-0.811414875,0.182603429
6.03333,-0.401430011,-0.239289999,0.128240004,-0.384149998,-0.04329,-1.308899999,0.00561,-0.320458572,0.479355697,-0.799814269,0.158897125
6.05,-0.436399996,-0.253529996,0.137040004,-0.474249989,-0.122819997,-1.119390011,-0.026070001,-0.327917141,0.411198708,-0.739115849,0.083281567
6.06667,-0.275460005,-0.202590004,0.144280002,-0.504069984,-0.06645,-1.002009988,-0.01513,-0.274489997,0.381461972,-0.655951969,0.106971975
6.08333,-0.293520004,-0.232480004,0.110550001,-0.524240017,-0.054880001,-0.874490023,0.00958,-0.265640007,0.341841567,-0.607481574,0.07620156
6.1,-0.271270007,-0.244969994,0.128150001,-0.600709975,0.050250001,-0.869409978,0.055909999,-0.25029285,0.372798367,-0.623091218,0.122505517
6.11667,-0.393810004,-0.196970001,0.056120001,-0.547969997,0.024049999,-0.892329991,0.090180002,-0.26581857,0.366890341,-0.632708911,0.101071771
6.13333,-0.786140025,-0.18355,0.060400002,-0.519500017,0.102499999,-0.988179982,0.047040001,-0.323918575,0.443469495,-0.767388069,0.11955092
6.15,-0.543929994,-0.064560004,0.055819999,-0.527170002,0.179580003,-0.914129972,-0.0069,-0.260184281,0.403135851,-0.663320133,0.14295157
6.16667,-0.498679996,-0.05909,0.028039999,-0.563199997,0.277520001,-0.854969978,-0.00867,-0.239864282,0.403211258,-0.64307554,0.163346977
6.18333,-1.050809979,-0.076549999,0.052379999,-0.509469986,0.222920001,-0.874329984,-0.038449999,-0.324901421,0.491437172,-0.816338593,0.166535751
6.2,-0.959819973,-0.107879996,0.08055,-0.631780028,0.212950006,-0.788259983,-0.283769995,-0.354001424,0.448801114,-0.802802538,0.09479969
6.21667,-0.918060005,-0.094959997,0.082050003,-0.596750021,0.164700001,-0.808749974,-0.432770014,-0.372077144,0.43090932,-0.802986464,0.058832177
6.23333,-1.085010052,-0.170880005,0.086139999,-0.585370004,0.216969997,-0.733210027,-0.870100021,-0.448780016,0.498070842,-0.946850858,0.049290825
6.25,-1.344149947,-0.196669996,0.126729995,-0.631200016,0.114840001,-0.722360015,-0.717589974,-0.481485707,0.530254703,-1.011740411,0.048768996
6.26667,-1.276440024,-0.236579999,0.070110001,-0.635640025,0.052809998,-0.779460013,-0.929030001,-0.533461438,0.512444907,-1.045906345,-0.02101653
6.28333,-1.288540006,-0.327710003,0.104319997,-0.680100024,-0.143360004,-0.713050008,-1.352040052,-0.628640014,0.55254483,-1.181184844,-0.076095185
6.3,-1.254999995,-0.273440003,0.121550001,-0.654269993,-0.106420003,-0.770060003,-1.390920043,-0.61836572,0.570815367,-1.189181087,-0.047550353
6.31667,-1.202720046,-0.267809987,0.117090002,-0.741079986,-0.043570001,-0.847769976,-1.318699956,-0.614937136,0.561799994,-1.176737129,-0.053137142
6.33333,-1.182600021,-0.270249993,0.045060001,-0.624870002,-0.076789998,-1.023049951,-1.338780046,-0.638754287,0.555709971,-1.194464258,-0.083044315
6.35,-1.278820038,-0.257730007,0.032949999,-0.713490009,0.124459997,-1.052260041,-1.402770042,-0.649665735,0.625567136,-1.275232871,-0.024098598
6.36667,-1.304509997,-0.257209986,0.073820002,-0.727159977,0.173610002,-1.089020014,-1.149489999,-0.611422853,0.608643476,-1.220066328,-0.002779377
6.38333,-1.276250005,-0.272430003,-0.00302,-0.696470022,0.151150003,-1.094609976,-1.125030041,-0.61666572,0.579207135,-1.195872856,-0.037458585
6.4,-1.191619992,-0.206479996,0.008,-0.625999987,0.214929998,-1.250630021,-0.971170008,-0.574710001,0.591034773,-1.165744774,0.016324772
6.41667,-1.105730057,-0.185460001,-0.08704,-0.497370005,0.162909999,-1.080469966,-0.771049976,-0.509172858,0.497604485,-1.006777343,-0.011568373
6.43333,-1.043720007,-0.112120003,-0.137989998,-0.476550013,0.156920001,-1.108579993,-0.571269989,-0.470472857,0.479335204,-0.949808061,0.008862346
6.45,-1.119259953,-0.05477,-0.158690006,-0.510029972,0.083499998,-0.92325002,-0.317959994,-0.428637135,0.450075649,-0.878712784,0.021438513
6.46667,-1.179720044,0.01094,-0.151280001,-0.597429991,0.02898,-0.850250006,-0.060899999,-0.399951434,0.479481138,-0.879432573,0.079529704
6.48333,-1.188660026,-0.066289999,-0.236579999,-0.567019999,-0.199780002,-0.799610019,-0.018759999,-0.439528578,0.432460282,-0.871988859,-0.007068296
6.5,-1.143829942,-0.038789999,-0.220190004,-0.543359995,-0.159380004,-0.719529986,0.074689999,-0.392912847,0.432360915,-0.825273762,0.039448068
6.51667,-1.128280044,-0.115440004,-0.149250001,-0.529389977,-0.178929999,-0.763180017,-0.0166,-0.411581435,0.411868075,-0.823449509,0.00028664
6.53333,-1.168009996,-0.134990007,-0.209560007,-0.44777,-0.271939993,-0.624140024,-0.026289999,-0.411814289,0.388145002,-0.799959291,-0.023669288
6.55,-1.321959972,-0.18897,-0.149800003,-0.46886,-0.225840002,-0.617519975,-0.133949995,-0.44384285,0.427562758,-0.871405607,-0.016280092
6.56667,-1.308220029,-0.227699995,-0.147100002,-0.614769995,-0.242349997,-0.621800005,-0.092289999,-0.464890003,0.428931754,-0.893821757,-0.03595825
6.58333,-1.374639988,-0.380569994,-0.111089997,-0.527440012,-0.229599997,-0.644930005,-0.038350001,-0.472374285,0.453350841,-0.925725125,-0.019023444
6.6,-1.407789946,-0.246999994,-0.096869998,-0.592909992,-0.215810001,-0.712199986,-0.00938,-0.468851417,0.486303538,-0.955154955,0.017452122
6.61667,-1.11480999,-0.368140012,-0.130349994,-0.664619982,-0.216539994,-0.574329972,-0.080899999,-0.449955706,0.365856884,-0.81581259,-0.084098822
6.63333,-1.043830037,-0.329389989,-0.119379997,-0.670430005,-0.06109,-0.656539977,0.0094,-0.410180001,0.391352046,-0.801532047,-0.018827955
6.65,-0.904959977,-0.184330001,-0.111819997,-0.72724998,-0.00265,-0.646780014,0.074529998,-0.357608567,0.392221296,-0.749829864,0.034612729
6.66667,-0.859200001,-0.213949993,-0.119070001,-0.767750025,0.02657,-0.624870002,0.122429997,-0.347977147,0.397105765,-0.745082912,0.049128619
6.68333,-0.816420019,-0.329950005,-0.232460007,-0.759190023,0.069930002,-0.675719976,0.184070006,-0.365677146,0.401070823,-0.766747969,0.035393677
6.7,-0.776830018,-0.385930002,-0.33939001,-0.775129974,0.048590001,-0.636839986,0.152390003,-0.387591426,0.375938375,-0.763529801,-0.011653052
6.71667,-0.763379991,-0.310250014,-0.352450013,-0.815190017,0.027659999,-0.621330023,0.155450001,-0.382784294,0.37706629,-0.759850584,-0.005718004
6.73333,-0.64677,-0.272040009,-0.312079996,-0.726029992,0.093359999,-0.579079986,0.212310001,-0.318618569,0.364081351,-0.68269992,0.045462782
6.75,-0.485980004,-0.208880007,-0.260360003,-0.755580008,0.087229997,-0.514360011,0.171039999,-0.280984291,0.333481802,-0.614466093,0.052497511
6.76667,-0.607819974,-0.157330006,-0.153799996,-0.739260018,0.017139999,-0.43434,0.120439999,-0.279281428,0.321926923,-0.601208351,0.042645495
6.78333,-0.584869981,-0.132300004,-0.070830002,-0.76809001,-0.02012,-0.339049995,0.123369999,-0.255984285,0.323120083,-0.579104368,0.067135799
6.8,-0.581690013,-0.123240001,0.01467,-0.757579982,0.02777,-0.267769992,0.070600003,-0.231034284,0.324425756,-0.55546004,0.093391473
6.81667,-0.496109992,-0.081440002,0.132609993,-0.765020013,0.04961,-0.240740001,0.01133,-0.198537145,0.326656015,-0.52519316,0.12811887
6.83333,-0.508000016,-0.031339999,0.107340001,-0.797399998,0.046950001,-0.285239995,-0.01181,-0.211357144,0.336010313,-0.547367457,0.124653169
6.85,-0.473129988,-0.056049999,0.132699996,-0.707000017,0.076909997,-0.295980006,-0.072910003,-0.199351432,0.306893067,-0.506244499,0.107541636
6.86667,-0.462249994,-0.087240003,0.158800006,-0.734730005,0.01537,-0.303620011,-0.052170001,-0.209405715,0.309440161,-0.518845876,0.100034445
6.88333,-0.458050013,-0.100900002,0.120480001,-0.809899986,0.115549996,-0.334069997,-0.081900001,-0.221255714,0.336508439,-0.557764154,0.115252725
6.9,-0.386110008,-0.060070001,0.159869999,-0.710770011,0.068980001,-0.339170009,-0.125729993,-0.199000003,0.300509935,-0.499509938,0.101509932
6.91667,-0.439370006,-0.051600002,0.202069998,-0.708769977,0.02816,-0.262899995,-0.233940005,-0.20947857,0.304511671,-0.513990241,0.095033102
6.93333,-0.380919993,-0.073069997,0.145410001,-0.637350023,0.022609999,-0.190809995,-0.25060001,-0.194961431,0.261867874,-0.456829305,0.066906443
6.95,-0.390159994,-0.079599999,0.143690005,-0.741129994,0.00266,-0.170550004,-0.296739995,-0.218832855,0.291666403,-0.510499258,0.072833548
6.96667,-0.385560006,-0.08027,0.175589994,-0.73101002,-0.088699996,-0.148379996,-0.302969992,-0.22304286,0.286863961,-0.509906821,0.063821102
6.98333,-0.409999996,-0.034839999,0.199399993,-0.687889993,-0.188869998,-0.130659997,-0.328860015,-0.225960001,0.284533006,-0.510493007,0.058573005
7,-0.404430002,-0.167679995,0.228719994,-0.569580019,-0.274809986,-0.03796,-0.243630007,-0.209910002,0.257000664,-0.466910666,0.047090662
7.01667,-0.400750011,-0.200460002,0.245169997,-0.550769985,-0.335260004,0.065909997,-0.288690001,-0.209264287,0.276220084,-0.485484371,0.066955797
7.03333,-0.372000009,-0.130999997,0.221959993,-0.507560015,-0.296149999,0.247130007,-0.253060013,-0.155811433,0.290202638,-0.446014071,0.134391205
7.05,-0.350030005,0.00593,0.229729995,-0.422960013,-0.364989996,0.135969996,-0.291949987,-0.151185716,0.26806955,-0.419255265,0.116883834
7.06667,-0.375270009,-0.125369996,0.229289994,-0.331099987,-0.390920013,0.086829998,-0.404159993,-0.187242858,0.25723864,-0.444481498,0.069995782
7.08333,-0.373699993,0.00313,0.19483,-0.269419998,-0.488020003,0.184530005,-0.325789988,-0.153491425,0.277982009,-0.431473434,0.124490584
7.1,-0.316509992,-0.110270001,0.199430004,-0.30862999,-0.53302002,0.164169997,-0.229010001,-0.161977143,0.266837775,-0.428814919,0.104860632
7.11667,-0.319400012,-0.308169991,0.256760001,-0.281309992,-0.489609987,0.117059998,-0.371780008,-0.199492856,0.275410506,-0.474903362,0.07591765
7.13333,-0.358020008,-0.211510003,0.15151,-0.296770006,-0.468340009,0.133190006,-0.283939987,-0.190554287,0.24064837,-0.431202657,0.050094084
7.15,-0.299780011,-0.315210015,0.147129998,-0.324200004,-0.512470007,-0.026760001,-0.327560008,-0.236978578,0.221172454,-0.458151032,-0.015806125
7.16667,-0.361039996,-0.310589999,0.108259998,-0.377920002,-0.586030006,-0.072120003,-0.283769995,-0.26903,0.225047279,-0.494077279,-0.043982722
7.18333,-0.411229998,-0.267500013,0.089649998,-0.360700011,-0.565500021,-0.125990003,-0.31487,-0.279448578,0.21094008,-0.490388658,-0.068508498
7.2,-0.412180007,-0.192460001,0.045279998,-0.463319987,-0.546400011,-0.278869987,-0.260659993,-0.301229998,0.196950666,-0.498180664,-0.104279332
7.21667,-0.430240005,-0.225830004,-0.00624,-0.557089984,-0.514800012,-0.33465001,-0.289020002,-0.336838574,0.188332379,-0.525170953,-0.148506195
7.23333,-0.523370028,-0.294820011,-0.01417,-0.68712002,-0.520229995,-0.376080006,-0.341329992,-0.393874293,0.214395509,-0.608269802,-0.179478784
7.25,-0.506889999,-0.325489998,-0.036249999,-0.722479999,-0.528289974,-0.392390013,-0.471540004,-0.426189998,0.212178154,-0.638368152,-0.214011844
7.26667,-0.43362999,-0.282579988,-0.05023,-0.698140025,-0.419990003,-0.419030011,-0.457630008,-0.394461432,0.195794617,-0.590256049,-0.198666815
7.28333,-0.465319991,-0.297529995,-0.02747,-0.681389987,-0.462630004,-0.514670014,-0.453139991,-0.414592855,0.204585213,-0.619178068,-0.210007641
7.3,-0.552489996,-0.276459992,-0.06763,-0.804180026,-0.448399991,-0.53302002,-0.504610002,-0.455255718,0.231644274,-0.686899992,-0.223611444
7.31667,-0.545170009,-0.240620002,-0.107799999,-0.799929976,-0.434980005,-0.564469993,-0.487859994,-0.454404283,0.226228394,-0.680632677,-0.228175889
7.33333,-0.547219992,-0.146139994,-0.130730003,-0.748730004,-0.534189999,-0.479030013,-0.502600014,-0.441234288,0.224764755,-0.665999044,-0.216469533
7.35,-0.540470004,-0.130290002,-0.211300001,-0.622470021,-0.490770012,-0.494089991,-0.521000028,-0.430055723,0.183931875,-0.613987598,-0.246123847
7.36667,-0.589190006,-0.070579998,-0.242990002,-0.633560002,-0.35334,-0.46845001,-0.517660022,-0.410824291,0.201411309,-0.612235601,-0.209412982
7.38333,-0.568700016,0.00465,-0.303629994,-0.693780005,-0.406980008,-0.517210007,-0.466540009,-0.421741434,0.224611085,-0.646352519,-0.197130349
7.4,-0.523980021,0.09606,-0.319680005,-0.683099985,-0.351520002,-0.512839973,-0.465930015,-0.394427143,0.247405205,-0.641832348,-0.147021938
7.41667,-0.54569,0.165040001,-0.331589997,-0.675260007,-0.327060014,-0.507130027,-0.42809999,-0.378541433,0.269353294,-0.647894728,-0.109188139
7.43333,-0.478549987,0.165769994,-0.34751001,-0.636910021,-0.274890006,-0.483850002,-0.462639987,-0.359797146,0.258341041,-0.618138186,-0.101456105
7.45,-0.363660008,0.194930002,-0.37244001,-0.563989997,-0.35868001,-0.486519992,-0.404689997,-0.336435716,0.246254169,-0.582689885,-0.090181547
7.46667,-0.402889997,0.145319998,-0.505559981,-0.527649999,-0.439069986,-0.473930001,-0.381599993,-0.369339994,0.232941374,-0.602281368,-0.13639862
7.48333,-0.382840008,0.05401,-0.486990005,-0.448339999,-0.418060005,-0.408719987,-0.309700012,-0.342948574,0.183528288,-0.526476861,-0.159420286
7.5,-0.38132,0.06938,-0.411570013,-0.504970014,-0.442490011,-0.59246999,-0.317990005,-0.368775719,0.21235589,-0.581131609,-0.156419829
7.51667,-0.29666999,0.037599999,-0.403600007,-0.489069998,-0.503340006,-0.63793999,-0.39489001,-0.383987143,0.21433739,-0.598324533,-0.169649753
7.53333,-0.303000003,-0.01516,-0.346289992,-0.440319985,-0.436670005,-0.749249995,-0.532649994,-0.403334282,0.224670031,-0.628004313,-0.178664251
7.55,-0.296299994,-0.02397,-0.236049995,-0.41565001,-0.391589999,-0.734440029,-0.624350011,-0.388907148,0.238281769,-0.627188917,-0.15062538
7.56667,-0.316379994,-0.054450002,-0.187999994,-0.439069986,-0.313679993,-0.822830021,-0.56923002,-0.386234287,0.253776897,-0.640011184,-0.132457391
7.58333,-0.353210002,-0.090860002,-0.172480002,-0.328869998,-0.268979996,-0.994329989,-0.546450019,-0.393597144,0.301699817,-0.695296961,-0.091897327
7.6,-0.376670003,-0.139449999,-0.12906,-0.261260003,-0.215790004,-0.856840014,-0.438859999,-0.345418575,0.253107408,-0.598525982,-0.092311167
7.61667,-0.354279995,-0.142470002,-0.089489996,-0.265190005,-0.235210001,-0.836449981,-0.353280008,-0.325195713,0.246190825,-0.571386537,-0.079004888
7.63333,-0.178379998,-0.145669997,-0.115929998,-0.308670014,-0.26236999,-1.016589999,-0.369419992,-0.342432855,0.310831857,-0.653264712,-0.031600999
7.65,-0.193780005,-0.140440002,-0.148849994,-0.265659988,-0.283659995,-0.988300025,-0.361449987,-0.340305714,0.296421943,-0.636727656,-0.043883771
7.66667,-0.247639999,-0.140599996,-0.158930004,-0.16144,-0.303140014,-0.72062999,-0.360549986,-0.298989998,0.20324376,-0.502233759,-0.095746238
7.68333,-0.347240001,-0.062569998,-0.139379993,-0.087700002,-0.264809996,-0.814069986,-0.345290005,-0.29443714,0.25716906,-0.5516062,-0.03726808
7.7,-0.414519995,-0.034899998,-0.172849998,-0.061360002,-0.298350006,-0.679520011,-0.22123,-0.26896143,0.22360983,-0.49257126,-0.0453516
7.71667,-0.353049994,0.046980001,-0.166749999,-0.120580003,-0.330779999,-0.611060023,-0.122160003,-0.236771431,0.213894199,-0.45066563,-0.022877233
7.73333,-0.299910009,0.089270003,-0.205699995,-0.103330001,-0.353509992,-0.699299991,-0.227880001,-0.257194284,0.242824187,-0.500018471,-0.014370097
7.75,-0.339940012,0.120420001,-0.157690004,-0.151329994,-0.409909993,-0.80438,-0.348989993,-0.298831428,0.285649243,-0.58448067,-0.013182185
7.76667,-0.242310002,0.150110006,-0.213880002,-0.12252,-0.440820009,-0.796060026,-0.339859992,-0.286477146,0.291849712,-0.578326859,0.005372566
7.78333,-0.25029999,0.070090003,-0.265289992,-0.145199999,-0.476639986,-0.897689998,-0.224110007,-0.312734281,0.304867103,-0.617601384,-0.007867178
7.8,-0.143849999,0.0792,-0.193959996,-0.077260002,-0.458110005,-0.967499971,-0.186279997,-0.278251424,0.343804516,-0.622055941,0.065553092
7.81667,-0.217109993,0.150409997,-0.234459996,-0.065750003,-0.515670002,-0.917760015,-0.188999996,-0.28419143,0.343419346,-0.627610775,0.059227916
7.83333,-0.444310009,0.072530001,-0.197899997,-0.090719998,-0.470849991,-0.670849979,-0.194690004,-0.285255711,0.254988357,-0.540244068,-0.030267354
7.85,-0.512570024,-0.04476,-0.162359998,-0.095140003,-0.534039974,-0.675870001,-0.199739993,-0.317782856,0.250045758,-0.567828614,-0.067737098
7.86667,-0.471219987,-0.084229998,-0.102009997,-0.083659999,-0.489100009,-0.607969999,-0.109820001,-0.278287141,0.232862135,-0.511149276,-0.045425007
7.88333,-0.376850009,-0.066359997,-0.052140001,-0.035119999,-0.49417001,-0.678149998,-0.122680001,-0.260781431,0.256080942,-0.516862372,-0.004700489
7.9,-0.453999996,-0.145520002,-0.00041,-0.039779998,-0.534680009,-0.556949973,-0.302619994,-0.29056571,0.232927208,-0.523492918,-0.057638502
7.91667,-0.378490001,-0.142289996,-0.00339,-0.02997,-0.571210027,-0.62184,-0.280600011,-0.289684291,0.247889137,-0.537573428,-0.041795154
7.93333,-0.408140004,-0.097649999,0.057149999,-0.00838,-0.499130011,-0.566380024,-0.407489985,-0.275717146,0.252743515,-0.528460661,-0.022973631
7.95,-0.553420007,-0.141100004,0.07869,0.00358,-0.51323998,-0.641330004,-0.275449991,-0.291752855,0.284939145,-0.576692,-0.006813711
7.96667,-0.552579999,-0.197459996,0.112719998,-0.01241,-0.552049994,-0.639800012,-0.255730003,-0.299615715,0.291063842,-0.590679557,-0.008551873
7.98333,-0.567489982,-0.093529999,0.024350001,-0.02135,-0.611289978,-0.610909998,-0.165319994,-0.292219993,0.29106442,-0.583284413,-0.001155573
8,-0.480369985,0.02902,0.02258,-0.04972,-0.543500006,-0.53877002,-0.03503,-0.227970002,0.276188238,-0.50415824,0.048218237
8.01667,-0.503530025,0.065169998,0.092929997,-0.08044,-0.598730028,-0.98281002,-0.02799,-0.29077144,0.409519353,-0.700290793,0.118747913
8.03333,-0.459089994,0.119340003,0.097860001,-0.114069998,-0.58859998,-0.485639989,-0.01348,-0.206239994,0.297861126,-0.50410112,0.091621132
8.05,-0.514010012,0.095190004,0.09832,-0.091920003,-0.696460009,-0.50158,0.02764,-0.226117146,0.334385955,-0.560503101,0.10826881
8.06667,-0.569630027,0.070579998,0.14294,-0.163039997,-0.59898001,-0.772059977,-0.081359997,-0.281650001,0.361169359,-0.64281936,0.079519357
8.08333,-0.573230028,0.127039999,0.105590001,-0.176369995,-0.58653003,-0.522539973,-0.133269995,-0.251330003,0.310817859,-0.562147862,0.059487856
8.1,-0.565859973,-0.1021,0.146950006,-0.139799997,-0.618950009,-0.718200028,-0.180329993,-0.311184285,0.322836375,-0.63402066,0.01165209
8.11667,-0.618369997,-0.235239998,0.279819995,-0.129570007,-0.570800006,-0.784640014,-0.195879996,-0.322097146,0.362036485,-0.684133631,0.039939338
8.13333,-0.600099981,-0.133440003,0.292459995,-0.12263,-0.625609994,-0.729939997,-0.224989995,-0.306321425,0.364346044,-0.670667469,0.058024619
8.15,-0.587310016,-0.26433,0.304890007,-0.138940006,-0.62094003,-0.78204,-0.183579996,-0.324607149,0.369759322,-0.69436647,0.045152173
8.16667,-0.673940003,-0.314669997,0.409740001,-0.150680006,-0.675599992,-0.796329975,-0.168160006,-0.338519997,0.420414025,-0.758934022,0.081894028
8.18333,-0.599489987,-0.258370012,0.429120004,-0.123190001,-0.66753,-0.861490011,-0.168950006,-0.321414288,0.431782835,-0.753197122,0.110368547
8.2,-0.676949978,-0.219459996,0.417400002,-0.122510001,-0.769540012,-0.801370025,-0.125320002,-0.328250002,0.445628737,-0.773878739,0.117378736
8.21667,-0.58871001,-0.174239993,0.435710013,-0.127230003,-0.76801002,-0.702480018,-0.083959997,-0.286988576,0.427551067,-0.714539643,0.140562492
8.23333,-0.579209983,-0.069839999,0.403979987,-0.176469997,-0.768760026,-0.807630002,-0.052420001,-0.292907146,0.443498816,-0.736405962,0.150591671
8.25,-0.597649992,-0.192430004,0.403210014,-0.145119995,-0.790880024,-0.744939983,0.061969999,-0.286548569,0.444850057,-0.731398627,0.158301488
8.26667,-0.551010013,-0.187120005,0.400290012,-0.181099996,-0.745320022,-0.67802,0.156660005,-0.255088574,0.431261595,-0.68635017,0.176173021
8.28333,-0.470999986,-0.116829999,0.375140011,-0.241569996,-0.732200027,-0.777549982,0.298979998,-0.237861426,0.459822396,-0.697683821,0.22196097
8.3,-0.480729997,-0.119520001,0.331880003,-0.303840011,-0.655170023,-0.691649973,0.256199986,-0.237547145,0.413544597,-0.651091743,0.175997452
8.31667,-0.329369992,-0.066930003,0.341479987,-0.310479999,-0.620840013,-0.629729986,0.252039999,-0.194832858,0.388539588,-0.583372446,0.19370673
8.33333,-0.257230014,-0.037239999,0.326550007,-0.351790011,-0.601149976,-0.660579979,0.259680003,-0.188822853,0.390202434,-0.579025286,0.201379581
8.35,-0.25711,0.040580001,0.271750003,-0.362269998,-0.603219986,-0.616469979,0.266270012,-0.180067135,0.378743536,-0.558810671,0.198676401
8.36667,-0.183789998,0.10588,0.291299999,-0.445950001,-0.635619998,-0.636529982,0.182370007,-0.188905711,0.391867511,-0.580773222,0.202961801
8.38333,-0.150130004,0.175040007,0.260850012,-0.548829973,-0.589269996,-0.601740003,0.134279996,-0.188542851,0.387504305,-0.576047156,0.198961454
8.4,-0.055569999,0.164379999,0.238049999,-0.579710007,-0.682860017,-0.483929992,0.111129999,-0.18407286,0.386974697,-0.571047556,0.202901837
8.41667,-0.103589997,0.154489994,0.187539995,-0.570179999,-0.758830011,-0.483229995,0.048920002,-0.217840002,0.381755166,-0.599595168,0.163915165
8.43333,-0.103560001,0.093050003,0.159700006,-0.619530022,-0.754930019,-0.509920001,0.064110003,-0.238725719,0.379434353,-0.618160072,0.140708635
8.45,-0.076250002,0.069799997,0.123810001,-0.635999978,-0.891340017,-0.410970002,0.109800003,-0.24445,0.405721535,-0.650171535,0.161271535
8.46667,-0.090659998,0.041159999,0.058589999,-0.670580029,-0.922879994,-0.466989994,0.11998,-0.275911431,0.411160199,-0.687071631,0.135248768
8.48333,-0.155239999,0.051150002,0.054749999,-0.631640017,-0.789889991,-0.489529997,0.140410006,-0.259998571,0.373891348,-0.633889919,0.113892777
8.5,-0.077349998,0.046720002,0.02194,-0.668240011,-0.832099974,-0.456900001,0.195010006,-0.252988568,0.397145277,-0.650133845,0.14415671
8.51667,-0.120279998,0.068779998,0.033059999,-0.672900021,-0.79102999,-0.44185999,0.38003999,-0.220598573,0.427753501,-0.648352074,0.207154928
8.53333,-0.093979999,0.057670001,0.00077,-0.625140011,-0.814809978,-0.389640003,0.310770005,-0.222051427,0.402103526,-0.624154952,0.180052099
8.55,-0.111819997,0.097149998,0.01901,-0.567550004,-0.741450012,-0.419690013,0.181899995,-0.220350005,0.356724166,-0.577074171,0.136374161
8.56667,-0.138009995,0.102420002,0.0198,-0.432110012,-0.715409994,-0.419270009,-0.382809997,-0.280770001,0.288376912,-0.569146912,0.007606911
8.58333,-0.067780003,0.103129998,0.031860001,-0.427080005,-0.747240007,-0.44343999,-0.442550004,-0.284728573,0.31145009,-0.596178663,0.026721518
8.6,-0.125990003,0.090949997,0.03771,-0.362170011,-0.689890027,-0.440569997,-0.521139979,-0.287300003,0.294556885,-0.581856888,0.007256882
8.61667,-0.114160001,0.067709997,0.042649999,-0.295630008,-0.651239991,-0.448949993,-0.517499983,-0.273874283,0.281442495,-0.555316778,0.007568212
8.63333,-0.01507,0.041170001,0.055599999,-0.252009988,-0.680000007,-0.553960025,-0.457230002,-0.265928575,0.303267597,-0.569196172,0.037339023
8.65,-0.04831,0.090599999,0.01123,-0.25948,-0.68927002,-0.493209988,-0.371170014,-0.25137286,0.286297173,-0.537670033,0.034924312
8.66667,-0.030820001,0.136419997,0.022159999,-0.204209998,-0.603540003,-0.590080023,-0.260560006,-0.218661434,0.290806294,-0.509467728,0.072144861
8.68333,-0.07773,0.152339995,0.01157,-0.135710001,-0.629580021,-0.556309998,-0.209560007,-0.206425719,0.28846914,-0.494894859,0.082043421
8.7,-0.045650002,0.219760001,-0.00502,-0.086669996,-0.76207,-0.49011001,-0.09956,-0.18133143,0.331315147,-0.512646576,0.149983717
8.71667,-0.01945,0.21717,0.045260001,-0.048920002,-0.774869978,-0.46735999,-0.059349999,-0.158217138,0.341351571,-0.49956871,0.183134433
8.73333,-0.045899998,0.190019995,0.00165,-0.02664,-0.804149985,-0.489710003,-0.047680002,-0.174629999,0.345013003,-0.519643002,0.170383004
8.75,0.00803,0.207990006,-0.05559,-0.02155,-0.825640023,-0.471540004,-0.06067,-0.174138574,0.351738905,-0.525877479,0.177600331
