Callsign,Frequency,,,,,,,,,,
W2NAF,15 MHz,,,,,,,,,,
Hour (UTC),Date,Date,Date,Date,Date,Date,Date,,,,
Date,5/8/2024,5/9/2024,5/14/2024,5/20/2024,5/25/2024,5/28/2024,5/29/2024,,,,
Hour (UTC),Doppler (Hz),Doppler (Hz),Doppler (Hz),Doppler (Hz),Doppler (Hz),Doppler (Hz),Doppler (Hz),AVG Doppler (Hz),STDEV,AVG - STDEV,AVG + STDEV
12.28333,0.131970003,0.141200006,0.340499997,0.247930005,0.204899997,0.290250003,0.438609987,0.25648,0.110224711,0.146255289,0.36670471
12.3,0.389099985,0.16877,0.312240005,0.311100006,0.17735,0.246130005,0.498030007,0.300388572,0.117326449,0.183062123,0.417715021
12.31667,0.169239998,0.103040002,0.348430008,0.287800014,0.181899995,0.215759993,0.631900012,0.276867146,0.175993101,0.100874045,0.452860247
12.33333,0.181490004,-0.028449999,0.336750001,0.223429993,0.251830012,0.247590005,0.518159986,0.247257143,0.164481925,0.082775218,0.411739068
12.35,0.284260005,-0.05838,0.348839998,0.274459988,0.179580003,0.213229999,0.72744,0.281347142,0.235945286,0.045401856,0.517292428
12.36667,0.299279988,0.082050003,0.373490006,0.236479998,0.324699998,0.251309991,0.68671,0.322002855,0.185326218,0.136676637,0.507329073
12.38333,0.331270009,0.118110001,0.340330005,0.179309994,0.24346,0.222680002,0.415380001,0.264362859,0.103160094,0.161202765,0.367522953
12.4,0.22529,0.184310004,0.245169997,0.09646,0.251639992,0.242919996,0.538479984,0.254895711,0.136399757,0.118495954,0.391295467
12.41667,0.308400005,0.1963,0.203799993,0.156340003,0.259640008,0.26583001,0.60789001,0.285457147,0.151012803,0.134444344,0.43646995
12.43333,0.209519997,0.208930001,0.286819994,0.220799997,0.184870005,0.303719997,0.710839987,0.303642854,0.184793617,0.118849237,0.488436471
12.45,0.240720004,0.202700004,0.281919986,0.25485,0.144390002,0.25850001,0.762880027,0.306565719,0.20625215,0.100313569,0.512817869
12.46667,0.178200006,0.195690006,0.268680006,0.248260006,0.189060003,0.233410001,0.651530027,0.280690008,0.166872667,0.113817341,0.447562675
12.48333,0.224830002,0.285149992,0.30667001,0.270150006,0.156849995,0.234909996,0.703909993,0.311781428,0.179678817,0.132102611,0.491460245
12.5,0.288430005,0.258679986,0.251940012,0.246059999,0.152009994,0.21593,0.712310016,0.303622859,0.185264214,0.118358644,0.488887073
12.51667,0.276089996,0.207729995,0.215700001,0.223609999,0.183760002,0.23285,0.533760011,0.267642858,0.120666948,0.14697591,0.388309806
12.53333,0.153809994,0.128999993,0.207699999,0.221860006,0.26504001,0.251100004,0.507059991,0.247938571,0.124333002,0.123605569,0.372271574
12.55,0.257950008,0.171069995,0.231700003,0.219850004,0.251219988,0.174799994,0.601360023,0.272564288,0.148931431,0.123632857,0.421495718
12.56667,0.240309998,0.209289998,0.342070013,0.203229994,0.247299999,0.28354001,0.575489998,0.300175716,0.130299824,0.169875892,0.43047554
12.58333,0.295709997,0.202529997,0.386629999,0.208149999,0.243279994,0.406969994,0.522140026,0.323630001,0.119413341,0.20421666,0.443043342
12.6,0.32506001,0.226160005,0.432390004,0.215890005,0.185939997,0.467689991,0.605310023,0.351205719,0.156349822,0.194855897,0.507555541
12.61667,0.367520005,0.275370002,0.444489986,0.256379992,0.222340003,0.300810009,0.636489987,0.357628569,0.143733276,0.213895293,0.501361845
12.63333,0.331550002,0.448339999,0.448920012,0.255290002,0.216820002,0.231340006,0.603389978,0.362235714,0.143609371,0.218626343,0.505845085
12.65,0.161679998,0.28779,0.510580003,0.276769996,0.198510006,0.14215,0.568989992,0.306638571,0.169031082,0.137607488,0.475669653
12.66667,0.123609997,0.386990011,0.50831002,0.269430012,0.165329993,0.149770007,0.774439991,0.339697147,0.237267643,0.102429504,0.57696479
12.68333,0.192450002,0.208450004,0.470880002,0.208419994,0.253030002,0.172089994,0.666880012,0.310314287,0.187064462,0.123249825,0.497378749
12.7,0.459780008,0.397289991,0.375429988,0.271510005,0.257180005,0.219760001,0.615540028,0.370927147,0.137912565,0.233014581,0.508839712
12.71667,0.140829995,0.434269994,0.349570006,0.306699991,0.25703001,0.143169999,0.523720026,0.307898575,0.142549175,0.165349399,0.45044775
12.73333,0.173869997,0.49902001,0.349040002,0.274599999,0.308310002,0.153439999,0.476819992,0.3193,0.134644342,0.184655658,0.453944343
12.75,0.611790001,0.561680019,0.347550005,0.278340012,0.317519993,0.15636,0.447939992,0.388740003,0.161308049,0.227431955,0.550048052
12.76667,0.635619998,0.433209985,0.406040013,0.217260003,0.244829997,0.226370007,0.618669987,0.39742857,0.178906613,0.218521957,0.576335183
12.78333,0.518649995,0.501320004,0.402700007,0.177159995,0.216150001,0.188240007,0.725989997,0.390030001,0.20745494,0.182575061,0.597484941
12.8,0.599940002,0.436360002,0.429690003,0.157289997,0.217030004,0.180969998,0.545710027,0.366712862,0.180746155,0.185966707,0.547459016
12.81667,0.589600027,0.458090007,0.497489989,0.157230005,0.293480009,0.148430005,0.465570003,0.372841435,0.173941786,0.198899648,0.546783221
12.83333,0.639680028,0.371870011,0.535950005,0.122270003,0.372860014,0.128230006,0.43878001,0.372805725,0.193553121,0.179252604,0.566358847
12.85,0.609660029,0.258069992,0.55309999,0.195089996,0.17001,0.342830002,0.534910023,0.38052429,0.183138641,0.197385649,0.563662932
12.86667,0.624289989,0.216130003,0.541719973,0.225350007,0.272249997,0.246460006,0.620899975,0.39244285,0.192783542,0.199659308,0.585226392
12.88333,0.437420011,0.296880007,0.512530029,0.199139997,0.254579991,0.217710003,1.044999957,0.423322856,0.297667492,0.125655364,0.720990349
12.9,0.415549994,0.485650003,0.662119985,0.181690007,0.302819997,0.25740999,0.879270017,0.454929999,0.245729643,0.209200356,0.700659642
12.91667,0.253190011,0.531859994,0.645330012,0.202849999,0.307359993,0.33050999,0.746680021,0.431111432,0.210086407,0.221025025,0.641197838
12.93333,0.387769997,0.507629991,0.425599992,0.242990002,0.374749988,0.304949999,0.458290011,0.38599714,0.090128166,0.295868974,0.476125306
12.95,0.053119998,0.474739999,0.401109993,0.239610001,0.463099986,0.232960001,0.268020004,0.304665712,0.151283558,0.153382154,0.45594927
12.96667,0.140630007,0.408499986,0.363220006,0.250660002,0.308640003,0.295610011,0.26038,0.289662859,0.086137407,0.203525453,0.375800266
12.98333,0.396219999,0.438030005,0.379390001,0.251800001,0.226820007,0.250169992,0.297879994,0.320044285,0.083633132,0.236411154,0.403677417
13,0.416649997,0.439830005,0.294550002,0.271990001,0.351220012,0.231370002,0.222599998,0.318315717,0.086554398,0.231761319,0.404870115
13.01667,0.314370006,0.442209989,0.318150014,0.290520012,0.235970005,0.301910013,0.296880007,0.314287149,0.062628315,0.251658834,0.376915465
13.03333,0.268940002,0.476500005,0.282240003,0.254709989,0.420920014,0.268810004,0.168180004,0.305757146,0.105847801,0.199909345,0.411604947
13.05,0.281179994,0.474009991,0.172889993,0.143240005,0.545019984,0.238399997,0.1171,0.281691423,0.16648306,0.115208364,0.448174483
13.06667,0.264149994,0.476559997,0.034869999,0.152789995,0.63428998,0.265329987,0.139170006,0.281022851,0.20845484,0.072568011,0.48947769
13.08333,0.210040003,0.45697999,-0.043609999,0.092560001,0.564369977,0.220369995,0.139909998,0.23437428,0.210376167,0.023998114,0.444750447
13.1,0.198489994,0.471929997,-0.034880001,0.228780001,0.645190001,0.402819991,0.190029994,0.30033714,0.223197148,0.077139991,0.523534288
13.11667,0.254750013,0.412050009,-0.00206,0.260879993,0.43096,0.343739986,0.190990001,0.270187143,0.148379371,0.121807772,0.418566515
13.13333,0.316439986,0.416449994,0.03974,0.266059995,0.248940006,0.345450014,0.203549996,0.262375713,0.120266639,0.142109074,0.382642352
13.15,0.255569994,0.361600012,0.022150001,0.226960003,0.292979985,0.280110002,0.16133,0.228671428,0.109821033,0.118850395,0.338492461
13.16667,0.340189993,0.400900006,-0.151779994,0.248400003,0.445719987,0.287739992,0.126039997,0.242458569,0.202909406,0.039549164,0.445367975
13.18333,0.433030009,0.430269986,-0.114529997,0.189410001,0.462900013,0.315439999,0.127049997,0.263367144,0.210564823,0.052802321,0.473931967
13.2,0.485040009,0.393590003,-0.282770008,0.188639998,0.479360014,0.228809997,0.195500001,0.241167145,0.264244197,-0.023077052,0.505411342
13.21667,0.460220009,0.311459988,-0.00658,0.261150002,0.254409999,0.170169994,0.239570007,0.241485714,0.141374805,0.10011091,0.382860519
13.23333,0.468360007,0.367819995,-0.0832,0.299129993,0.344370008,0.067659996,0.196930006,0.237295715,0.190979426,0.046316289,0.428275141
13.25,0.353729993,0.368600011,-0.101000004,0.292169988,0.220109999,0.033039998,0.124030001,0.184382855,0.174880632,0.009502224,0.359263487
13.26667,0.463649988,0.324319988,-0.123779997,0.236230001,0.594200015,0.054529998,0.105379999,0.236361427,0.247442222,-0.011080795,0.48380365
13.28333,0.303409994,0.289759994,-0.108410001,0.204809994,0.555209994,0.082060002,0.05663,0.197638568,0.213888699,-0.016250131,0.411527267
13.3,0.237609997,0.342119992,-0.039670002,0.23206,0.498360008,0.113070004,0.04002,0.203367143,0.183562847,0.019804296,0.38692999
13.31667,0.300000012,0.675300002,-0.00451,0.304250002,0.382600009,0.283670008,0.076030001,0.288191434,0.219799298,0.068392135,0.507990732
13.33333,0.433219999,1.836619973,0.01756,0.341829985,0.608669996,0.35036999,0.218539998,0.543829992,0.598435348,-0.054605356,1.142265339
13.35,0.500199974,-0.184320003,0.0058,0.32543999,0.416119993,0.379150003,0.406899989,0.264184278,0.252996558,0.01118772,0.517180836
13.36667,0.524079978,0.486110002,0.03757,0.272659987,0.350219995,0.333079994,0.519379973,0.360442847,0.173510947,0.1869319,0.533953794
13.38333,0.416669995,0.48269999,0.053470001,0.223749995,0.448720008,0.197889999,0.690110028,0.359044288,0.213661964,0.145382324,0.572706252
13.4,0.458400011,0.46322,0.094149999,0.151289999,0.500569999,0.223470002,0.636070013,0.361024289,0.203789389,0.1572349,0.564813678
13.41667,0.444790006,0.352690011,0.137229994,0.200399995,0.287360013,0.154039994,0.388500005,0.280715717,0.120310555,0.160405162,0.401026271
13.43333,0.444330007,0.141330004,0.15196,0.260450006,0.282590002,0.255360007,0.455630004,0.284521433,0.12538394,0.159137492,0.409905373
13.45,0.337399989,0.024189999,0.116690002,0.256410003,0.347499996,0.156540006,0.275750011,0.216354287,0.120707223,0.095647063,0.33706151
13.46667,0.292640001,-0.01463,0.042679999,0.35484001,0.089659996,0.083870001,0.244489998,0.156221429,0.139998648,0.016222781,0.296220077
13.48333,0.235740006,0.038929999,-0.00678,0.130809993,0.089610003,0.07739,0.268229991,0.119132856,0.10071755,0.018415306,0.219850406
13.5,0.212589994,0.06202,-0.04016,0.190579996,-0.00355,0.131180003,0.324310005,0.125281428,0.128779053,-0.003497625,0.254060482
13.51667,0.315030009,0.081540003,-0.029200001,0.245130002,0.222760007,0.150429994,0.324719995,0.18720143,0.128593473,0.058607957,0.315794903
13.53333,0.347950011,0.127039999,0.00079,0.280319989,0.200210005,0.265480012,0.366809994,0.226942859,0.129344578,0.097598281,0.356287437
13.55,0.424710006,0.072619997,0.070390001,0.29964,0.301979989,0.450580001,0.555310011,0.310747143,0.185754356,0.124992788,0.496501499
13.56667,0.344159991,0.096189998,0.077590004,0.309789985,0.22811,0.501850009,0.76327002,0.331565715,0.240349267,0.091216448,0.571914983
13.58333,0.2183,0.120140001,0.102710001,0.348320007,0.261759996,0.197530001,0.573310018,0.260295718,0.161197824,0.099097894,0.421493541
13.6,0.082730003,0.161909997,0.112130001,0.294730008,0.438560009,0.11163,0.526279986,0.246852858,0.176875872,0.069976986,0.423728729
13.61667,0.129419997,0.099040002,0.101530001,0.233669996,0.360650003,0.136910006,0.66377002,0.246427146,0.206473368,0.039953778,0.452900514
13.63333,0.214709997,0.129339993,0.118859999,0.083839998,0.255620003,0.092979997,0.645420015,0.22011,0.198074497,0.022035504,0.418184497
13.65,0.244609997,0.100960001,0.147599995,0.00045,0.170739993,0.13628,0.34889999,0.164219997,0.109917446,0.054302551,0.274137442
13.66667,0.234980002,0.145999998,0.167070001,-0.01795,0.348940015,0.147620007,0.386139989,0.201828573,0.136795266,0.065033307,0.33862384
13.68333,0.278230011,0.126399994,0.204569995,0.038059998,0.00527,0.195419997,0.405690014,0.17909143,0.138426453,0.040664977,0.317517883
13.7,0.303739995,0.180250004,0.182799995,0.074660003,0.068570003,0.155269995,0.280609995,0.177985713,0.090864543,0.08712117,0.268850256
13.71667,0.303460002,0.197589993,0.221430004,0.14192,0.175380006,0.156550005,0.229249999,0.203654287,0.054464734,0.149189553,0.258119021
13.73333,0.413749993,0.192640007,0.222440004,0.345730007,0.188280001,0.076590002,0.249310002,0.241248574,0.110583879,0.130664694,0.351832453
13.75,0.417160004,0.187979996,0.189559996,0.411610007,0.180570006,0.08732,0.262120008,0.248045717,0.124475702,0.123570015,0.372521419
13.76667,0.409060001,0.216260001,0.189700007,0.448839992,0.183730006,0.181339994,0.234740004,0.266238572,0.113361399,0.152877173,0.379599971
13.78333,0.412809998,0.186539993,0.230519995,0.415010005,0.153510004,0.20984,0.203079998,0.25875857,0.108573849,0.150184722,0.367332419
13.8,0.434199989,0.137189999,0.208670005,0.295569986,0.164430007,0.139850006,0.168689996,0.22122857,0.108560674,0.112667896,0.329789244
13.81667,0.439539999,0.151280001,0.143490002,0.347009987,0.274870008,0.148790002,0.108450003,0.23049,0.12560538,0.10488462,0.35609538
13.83333,0.369509995,0.150590003,0.11073,0.287010014,0.356160015,0.12827,0.048590001,0.207265718,0.128323457,0.078942261,0.335589175
13.85,0.38132,0.185509995,0.10887,0.32604,0.402310014,0.096830003,0.03351,0.219198573,0.149437766,0.069760807,0.368636339
13.86667,0.244330004,0.253399998,0.135890007,0.321480006,0.176819995,0.048039999,0.162059993,0.191717143,0.089696294,0.102020849,0.281413437
13.88333,0.293040007,0.302689999,0.215839997,0.178399995,0.098690003,0.037080001,0.060090002,0.169404286,0.107817678,0.061586609,0.277221964
13.9,0.266959995,0.357870013,0.267349988,0.287310004,0.104560003,0.101939999,-0.03081,0.193597143,0.137402375,0.056194767,0.330999518
13.91667,0.192870006,0.32299,0.217260003,0.335290015,0.120410003,0.051059999,0.00428,0.177737146,0.127235504,0.050501643,0.30497265
13.93333,0.227139995,0.306959987,0.200859994,0.273259997,0.159439996,-0.033840001,0.02798,0.165971424,0.12606633,0.039905094,0.292037754
13.95,0.263379991,0.318089992,0.092589997,0.343100011,0.354629993,0.00671,0.03145,0.201421426,0.152557754,0.048863672,0.35397918
13.96667,0.295540005,0.350699991,0.145989999,0.430209994,0.221689999,0.17678,0.00833,0.23274857,0.14023304,0.09251553,0.37298161
13.98333,0.158519998,0.33840999,0.108560003,0.21717,0.259359986,0.108460002,0.074239999,0.180674283,0.095427434,0.085246848,0.276101717
14,0.148680001,0.265260011,0.150099993,0.158600003,0.202150002,-0.114550002,0.142220005,0.136065716,0.118861465,0.017204251,0.254927181
14.01667,0.183349997,0.220320001,0.201130003,0.273400009,0.338699996,-0.095679998,0.242050007,0.194752859,0.138033081,0.056719778,0.332785941
14.03333,0.186250001,0.190620005,0.205579996,0.427109987,0.200990006,-0.191689998,0.325349987,0.192029998,0.191736423,0.000293574,0.383766421
14.05,0.102009997,0.157100007,0.206560001,0.285479993,0.277159989,0.02368,0.407429993,0.208488568,0.128034846,0.080453722,0.336523414
14.06667,0.02963,0.222460002,0.25929001,0.15997,0.305049986,0.147939995,0.398620009,0.217565715,0.11950165,0.098064064,0.337067365
14.08333,-0.059500001,0.22744,0.225150004,0.238570005,0.30825001,0.164389998,0.385820001,0.212874288,0.139384571,0.073489717,0.352258859
14.1,-0.058320001,0.271670014,0.1646,0.258810014,0.308569998,0.214300007,0.384369999,0.220571433,0.141185183,0.07938625,0.361756616
14.11667,-0.051040001,0.221190006,0.260019988,0.248669997,0.267910004,0.234819993,0.324310005,0.215125713,0.121872155,0.093253558,0.336997868
14.13333,0.167769998,0.157930002,0.21446,0.213730007,0.230649993,0.286359996,0.230570003,0.214495714,0.042948377,0.171547337,0.257444091
14.15,0.204879999,0.205310002,0.184100002,0.178670004,0.186350003,0.295650005,0.172220007,0.20388286,0.042350181,0.161532679,0.246233041
14.16667,0.222090006,0.155819997,0.220300004,0.187130004,0.206210002,0.213609993,0.185589999,0.198678572,0.023933202,0.17474537,0.222611774
14.18333,0.06408,0.159689993,0.262120008,0.30004999,0.189539999,0.177739993,0.166749999,0.18856714,0.076117836,0.112449305,0.264684976
14.2,-0.017309999,0.167840004,0.231879994,0.162550002,0.162009999,0.349130005,0.211919993,0.181145714,0.10955473,0.071590984,0.290700444
14.21667,0.015869999,0.181349993,0.232620001,0.173820004,0.184949994,0.290809989,0.197369993,0.182398568,0.083976522,0.098422046,0.266375089
14.23333,0.04104,0.251960009,0.202810004,0.116669998,0.163530007,0.506389976,0.164790004,0.206741428,0.147787236,0.058954192,0.354528664
14.25,0.00686,0.202179998,0.199689999,0.141780004,0.158840001,0.381350011,0.196999997,0.183957144,0.110669806,0.073287339,0.29462695
14.26667,0.00654,0.169650003,0.265560001,0.278939992,0.168980002,0.283109993,0.298779994,0.210222855,0.104700351,0.105522504,0.314923206
14.28333,-0.07485,0.178849995,0.274309993,0.258670002,0.139540002,0.24673,0.293529987,0.188111426,0.128161087,0.059950339,0.316272512
14.3,-0.148660004,0.165639997,0.282400012,0.128749996,0.104709998,0.115440004,0.415930003,0.152030001,0.173857811,-0.021827811,0.325887812
14.31667,-0.17667,0.29618001,0.347559988,0.182630002,0.102949999,0.07282,0.654779971,0.211464282,0.259712924,-0.048248643,0.471177206
14.33333,-0.02125,0.30467999,0.398640007,0.105420001,0.129629999,0.093249999,0.635850012,0.235174287,0.225818811,0.009355476,0.460993097
14.35,-0.100220002,0.301400006,0.293469995,0.05948,0.162159994,0.099459998,0.985759974,0.257358566,0.349958421,-0.092599855,0.607316988
14.36667,-0.01452,0.307790011,0.167140007,0.110090002,0.179670006,0.069870003,1.078539968,0.271225714,0.369790253,-0.098564539,0.641015967
14.38333,-0.089479998,0.244049996,0.184420004,0.122939996,0.203229994,0.092079997,2.326139927,0.440482845,0.838572617,-0.398089772,1.279055463
14.4,-0.063299999,0.160840005,0.183699995,0.10125,0.169579998,0.05539,0.360900015,0.138337145,0.13037621,0.007960935,0.268713355
14.41667,-0.069729999,0.1087,0.257279992,0.089380004,0.146160007,0.10616,0.255670011,0.127660002,0.111639343,0.016020659,0.239299345
14.43333,-0.028109999,0.107160002,0.255670011,0.075400002,0.124710001,0.156680003,0.445190012,0.162385719,0.151127571,0.011258148,0.31351329
14.45,0.03991,0.109509997,0.263870001,0.097570002,0.113020003,0.166010007,0.548200011,0.191155717,0.172145805,0.019009913,0.363301522
14.46667,0.160490006,0.095760003,0.211919993,0.145500004,0.084360003,0.099689998,0.444180012,0.177414288,0.125848543,0.051565745,0.303262832
14.48333,0.099320002,0.155619994,0.208810002,0.143759996,0.103799999,0.03229,0.667590022,0.201598573,0.212661792,-0.011063218,0.414260365
14.5,0.126289994,0.112269998,0.133929998,0.316799998,0.117470004,0.115400001,0.654940009,0.2253,0.203140077,0.022159923,0.428440077
14.51667,0.177049994,0.180270001,0.163650006,0.329540014,0.082539998,0.154719993,0.56299001,0.23582286,0.162092489,0.07373037,0.397915349
14.53333,0.176280007,0.248960003,0.161249995,0.364399999,0.083750002,0.094439998,0.511380017,0.234351432,0.155372127,0.078979304,0.389723559
14.55,0.312849998,0.350870013,0.142910004,0.377330005,0.127639994,0.133849993,0.03827,0.211960001,0.132268147,0.079691854,0.344228148
14.56667,0.268070012,0.423220009,0.139180005,0.35284999,0.108649999,0.05779,-0.080899999,0.181265717,0.176323279,0.004942437,0.357588996
14.58333,0.293300003,0.321170002,0.219520003,0.293190002,0.175579995,0.05593,-0.358859986,0.14283286,0.239183639,-0.096350779,0.382016499
14.6,0.328579992,0.300680012,0.12793,0.281010002,0.159730002,0.105829999,-0.389059991,0.130671431,0.245717373,-0.115045942,0.376388804
14.61667,0.307220012,0.202600002,0.204339996,0.271299988,0.126210004,0.154990003,-0.164739996,0.157417144,0.155144259,0.002272886,0.312561403
14.63333,0.270029992,0.159730002,0.199080005,0.203429997,0.184420004,0.2315,-0.09787,0.164331429,0.120826513,0.043504915,0.285157942
14.65,0.352930009,0.091279998,0.239639997,0.20724,0.126959994,0.119489998,0.00291,0.162921428,0.113921611,0.048999817,0.27684304
14.66667,0.273279995,0.136409998,0.200780004,0.17994,0.131070003,0.168520004,0.067620002,0.165374286,0.064149404,0.101224882,0.229523691
14.68333,0.124360003,0.189620003,0.271880001,0.206699997,0.077179998,0.066490002,0.118639998,0.150695715,0.074781362,0.075914353,0.225477076
14.7,0.298150003,0.094549999,0.320980012,0.231209993,0.081649996,0.04166,0.125119999,0.170474286,0.111763345,0.058710941,0.282237631
14.71667,0.195969999,0.077940002,0.356059998,0.241029993,0.099129997,0.155200005,0.04239,0.166817142,0.108218962,0.05859818,0.275036104
14.73333,0.175650001,0.067450002,0.377229989,0.188889995,0.108910002,0.278360009,0.241840005,0.205475715,0.104622103,0.100853612,0.310097817
14.75,0.181899995,0.081820004,0.427529991,0.215829998,0.124080002,0.234530002,0.312860012,0.225507143,0.11651456,0.108992583,0.342021703
14.76667,0.151720002,0.043880001,0.335449994,0.197889999,0.122709997,0.051290002,0.265410006,0.166907143,0.107824303,0.05908284,0.274731446
14.78333,0.220320001,0.064999998,0.196229994,0.260600001,0.121619999,0.08766,1.232560039,0.311998576,0.412201941,-0.100203365,0.724200517
14.8,0.225250006,0.01399,0.166950002,0.244240001,0.119029999,0.112170003,0.396679997,0.182615715,0.121877357,0.060738359,0.304493072
14.81667,0.241449997,0.02747,0.185340002,0.279579997,0.132679999,0.102339998,0.380059987,0.192702854,0.118427836,0.074275018,0.31113069
14.83333,0.225079998,0.06718,0.255089998,0.269899994,0.137109995,0.092990004,0.281800002,0.18987857,0.089042597,0.100835973,0.278921167
14.85,0.11823,0.068549998,0.253809988,0.245210007,0.117509998,0.02643,0.341320008,0.167294286,0.114250995,0.053043291,0.281545281
14.86667,0.134259999,0.066459998,0.197080001,0.195050001,0.120980002,-0.06064,0.457549989,0.158677142,0.158505533,0.000171608,0.317182675
14.88333,0.08873,0.05838,0.211679995,0.226710007,0.092629999,-0.03988,0.325470001,0.137674286,0.12309148,0.014582806,0.260765765
14.9,0.053429998,-0.01176,0.317909986,0.215000004,0.106640004,0.756659985,0.397790015,0.26223857,0.261739268,0.000499302,0.523977839
14.91667,-0.026380001,0.03974,0.419450015,0.167999998,0.10808,0.130909994,0.33002001,0.167117145,0.157412634,0.009704511,0.32452978
14.93333,0.04634,0.032079998,0.362859994,0.221919999,0.088189997,-0.28944999,0.224179998,0.098017142,0.207627995,-0.109610853,0.305645137
14.95,0.115900002,0.02134,0.303770006,0.240789995,0.07976,-0.02923,0.177220002,0.129935715,0.118732328,0.011203387,0.248668042
14.96667,0.127169997,0.03272,0.281890005,0.249229997,0.09104,0.076470003,0.160050005,0.145510001,0.091615317,0.053894684,0.237125317
14.98333,0.203529999,0.093670003,0.227430001,0.267859995,0.09499,0.030099999,0.060789999,0.139767142,0.091790039,0.047977103,0.231557182
15,0.132489994,0.00242,0.220870003,0.252889991,0.07728,0.120700002,0.061159998,0.123972855,0.088499259,0.035473597,0.212472114
15.01667,0.183320001,0.01884,0.198180005,0.223159999,0.101089999,0.415419996,-0.116060004,0.146278571,0.168086194,-0.021807623,0.314364764
15.03333,0.282389998,-0.044739999,0.176760003,0.270440012,0.096730001,0.140220001,-0.087820001,0.119140002,0.143467761,-0.024327759,0.262607764
15.05,0.154650003,-0.020640001,0.127859995,0.264380008,0.093209997,0.11592,-0.026529999,0.101264286,0.101354001,-8.97151E-05,0.202618287
15.06667,0.152079999,-0.064300001,0.093259998,0.256440014,0.086259998,0.071649998,-0.08924,0.072307144,0.119486226,-0.047179083,0.19179337
15.08333,0.073890001,-0.02189,0.098930001,0.218820006,0.085100003,0.05827,-0.161290005,0.050261429,0.117314843,-0.067053414,0.167576272
15.1,0.096139997,0.0048,0.114569999,0.163990006,0.085220002,0.042180002,-0.161129996,0.049395716,0.105837821,-0.056442105,0.155233536
15.11667,0.068580002,0.083489999,0.05607,0.145050004,0.098420002,0.0854,-0.154280007,0.054675714,0.096361374,-0.04168566,0.151037088
15.13333,0.067570001,0.066380002,0.043400001,0.142729998,0.048599999,0.0341,-0.096249998,0.04379,0.071406471,-0.027616471,0.115196472
15.15,0.03977,0.06112,0.043269999,0.151260003,0.087630004,0.053160001,-0.114490002,0.045960001,0.080514906,-0.034554906,0.126474907
15.16667,0.067309998,0.054779999,0.035239998,0.109339997,0.065389998,0.083509997,-0.193230003,0.031762855,0.10186104,-0.070098186,0.133623895
15.18333,0.037620001,0.118359998,0.071439996,0.121399999,0.030719999,0.095540002,0.05274,0.075402856,0.037237904,0.038164952,0.11264076
15.2,0.135100007,0.085560001,0.151879996,0.18468,0.068039998,0.194649994,0.044739999,0.123521428,0.058400468,0.06512096,0.181921896
15.21667,-0.01726,0.134450004,0.203600004,0.249039993,0.083070002,0.180099994,0.06594,0.12842,0.091370522,0.037049478,0.219790521
15.23333,-0.017100001,0.165959999,0.279489994,0.218229994,0.110780001,0.276749998,0.068300001,0.157487141,0.110669464,0.046817677,0.268156605
15.25,0.141749993,0.185739994,0.293240011,0.328319997,0.105599999,0.351130009,0.124679998,0.218637143,0.103077215,0.115559928,0.321714357
15.26667,0.05418,0.258859992,0.424670011,0.304170012,0.076229997,0.101300001,0.074309997,0.184817144,0.144511258,0.040305886,0.329328403
15.28333,0.0583,0.310979992,0.536350012,0.300790012,0.110809997,0.125080004,0.080540001,0.217550003,0.173861986,0.043688016,0.391411989
15.3,0.02908,0.138040006,0.483260006,0.328920007,0.067199998,0.151219994,0.10548,0.18617143,0.162028825,0.024142605,0.348200255
15.31667,0.121480003,0.156819999,0.311729997,0.353480011,0.061269999,0.031479999,0.101439998,0.162528572,0.123558307,0.038970265,0.286086879
15.33333,0.159150004,0.122819997,0.322699994,0.329580009,0.031939998,0.071630001,0.047339998,0.155022857,0.124725856,0.030297001,0.279748714
15.35,0.144920006,0.241400003,0.470050007,0.278849989,0.040569998,0.17351,0.136519998,0.21226,0.137228092,0.075031908,0.349488093
15.36667,0.14091,0.067110002,0.490839988,0.282860011,0.043540001,0.195219994,0.172409996,0.198984284,0.151581456,0.047402829,0.35056574
15.38333,0.137030005,0.073550001,0.434329987,0.25782001,0.040369999,0.162389994,0.13053,0.176574285,0.132972115,0.04360217,0.3095464
15.4,0.063610002,0.058419999,0.499049991,0.284480006,0.040970001,0.085359998,0.140450001,0.167477143,0.168220994,-0.000743851,0.335698136
15.41667,0.018279999,0.072310001,0.662829995,0.250719994,0.032839999,0.075450003,0.111989997,0.174917141,0.228366626,-0.053449485,0.403283768
15.43333,0.01558,0.116470002,0.625140011,0.260910004,-0.01516,0.144319996,0.068060003,0.173617145,0.218849995,-0.045232849,0.39246714
15.45,0.139290005,0.115379997,0.714950025,0.231930003,0.02414,0.177900001,0.03111,0.204957147,0.236926947,-0.0319698,0.441884095
15.46667,0.255129993,0.051970001,0.660839975,0.146080002,-0.05037,0.161029994,-0.06583,0.165549995,0.24724981,-0.081699815,0.412799806
15.48333,0.229819998,0.058699999,0.703989983,0.317270011,-0.061659999,0.087010004,-0.046750002,0.184054285,0.267379717,-0.083325432,0.451434001
15.5,0.278549999,0.08788,0.554709971,0.378320009,-0.087719999,0.089330003,-0.04936,0.178815712,0.234672759,-0.055857047,0.413488471
15.51667,0.23725,0.096969999,0.441029996,0.331310004,-0.02328,0.0024,-0.02703,0.151235714,0.187588721,-0.036353007,0.338824435
